TIMESTAMP,HEAD_POS_REL,HEAD_EULER_REL,CONTROLLER_1_POS_REL,CONTROLLER_1_EULER_REL,CONTROLLER_2_POS_REL,CONTROLLER_2_EULER_REL,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB,NARRATIVE_EVENTS,SELECTABLE_ITEMS_SELECTED,NIGEL_LOOK_AT,NIGEL_LOOK_AWAY,BACKPACK_LOOK_AT,BACKPACK_LOOK_AWAY
2017-04-21-12-10-34-293000,"[0.2865139842033386, 1.1029495000839233, 0.1081359013915062]","[27.92955207824707, 2.7691354751586914, 5.348176002502441]","[0.6567878127098083, 0.6168522834777832, 0.3206857144832611]","[61.94977569580078, -19.952795028686523, 6.869288921356201]","[0.6290461421012878, 0.655990481376648, -0.47298285365104675]","[124.36946105957031, -30.552701950073242, -7.168127536773682]","[-0.22889089584350586, 0.6065676212310791, 0.2812732458114624]","[-28.050222396850586, -19.952795028686523, 6.869288921356201]","[0.564777672290802, 0.6457058191299438, 0.2535315752029419]","[34.36945724487305, -30.552701950073242, -7.168127536773682]",,,,,,
2017-04-21-12-10-34-539000,"[0.30635350942611694, 1.1054660081863403, 0.0914589986205101]","[39.07316970825195, 2.193739414215088, 4.281152725219727]","[0.6566893458366394, 0.6166157722473145, 0.32057198882102966]","[61.938446044921875, -19.947675704956055, 6.865169525146484]","[0.6308723092079163, 0.6546933650970459, -0.46824392676353455]","[122.099853515625, -30.50279426574707, -5.704529762268066]","[-0.22877717018127441, 0.6063311100006104, 0.28117477893829346]","[-28.061552047729492, -19.947675704956055, 6.865169525146484]","[0.5600387454032898, 0.6444087028503418, 0.2553577423095703]","[32.099853515625, -30.50279426574707, -5.704529762268066]",,,,,,
2017-04-21-12-10-34-789000,"[0.3335934281349182, 1.1063592433929443, 0.05789204686880112]","[59.9688606262207, 2.5178894996643066, 5.346971035003662]","[0.6572777628898621, 0.6172231435775757, 0.3209761083126068]","[62.02043914794922, -19.895984649658203, 6.806460380554199]","[0.6310686469078064, 0.6548573970794678, -0.4666113555431366]","[121.46388244628906, -30.847410202026367, -5.26812219619751]","[-0.22918128967285156, 0.6069384813308716, 0.2817631959915161]","[-27.97956085205078, -19.895984649658203, 6.806460380554199]","[0.5584061741828918, 0.6445727348327637, 0.25555408000946045]","[31.46388053894043, -30.847410202026367, -5.26812219619751]",,,,,,
2017-04-21-12-10-35-040000,"[0.34792858362197876, 1.105203628540039, 0.017416439950466156]","[79.73038482666016, 3.877284288406372, 4.947574138641357]","[0.656994640827179, 0.6171396970748901, 0.3206031024456024]","[61.961612701416016, -19.932851791381836, 6.763674259185791]","[0.6317864060401917, 0.654239296913147, -0.46600618958473206]","[120.90573120117188, -30.707645416259766, -5.049480438232422]","[-0.22880828380584717, 0.606855034828186, 0.281480073928833]","[-28.038387298583984, -19.932851791381836, 6.763674259185791]","[0.5578010082244873, 0.6439546346664429, 0.2562718391418457]","[30.905731201171875, -30.707645416259766, -5.049480438232422]",,,,,,
2017-04-21-12-10-35-287000,"[0.3529513478279114, 1.1043931245803833, -0.019129253923892975]","[98.33240509033203, 4.164499282836914, 6.038730144500732]","[0.6570548415184021, 0.6167904138565063, 0.32068952918052673]","[61.90739440917969, -19.876623153686523, 6.814070701599121]","[0.6322856545448303, 0.653781533241272, -0.4658609926700592]","[120.54869842529297, -30.467021942138672, -5.0973124504089355]","[-0.22889471054077148, 0.6065057516098022, 0.28154027462005615]","[-28.092605590820312, -19.876623153686523, 6.814070701599121]","[0.5576558113098145, 0.6434968709945679, 0.2567710876464844]","[30.548694610595703, -30.467021942138672, -5.0973124504089355]",,,,,,
2017-04-21-12-10-35-537000,"[0.34604281187057495, 1.110694169998169, -0.040241219103336334]","[110.46480560302734, 0.660489022731781, 7.757813930511475]","[0.6571674942970276, 0.6167426109313965, 0.3206638991832733]","[61.90657424926758, -19.86996078491211, 6.80692195892334]","[0.6331949830055237, 0.6533114910125732, -0.4654139578342438]","[119.85541534423828, -30.125568389892578, -4.896856784820557]","[-0.22886908054351807, 0.6064579486846924, 0.28165292739868164]","[-28.093425750732422, -19.86996078491211, 6.80692195892334]","[0.557208776473999, 0.6430268287658691, 0.25768041610717773]","[29.855419158935547, -30.125568389892578, -4.896856784820557]",,,,,,
2017-04-21-12-10-35-784000,"[0.3450053334236145, 1.111027479171753, -0.024486400187015533]","[98.53913116455078, 2.0632708072662354, 5.944772243499756]","[0.6569125056266785, 0.6168831586837769, 0.32256636023521423]","[61.390907287597656, -19.55823516845703, 7.515875816345215]","[0.6506016850471497, 0.7112952470779419, -0.3902417719364166]","[107.51690673828125, -30.52652931213379, -4.736948490142822]","[-0.23077154159545898, 0.6065984964370728, 0.2813979387283325]","[-28.609094619750977, -19.55823516845703, 7.515875816345215]","[0.4820365905761719, 0.7010105848312378, 0.2750871181488037]","[17.516910552978516, -30.52652931213379, -4.736948490142822]",,,,,,
2017-04-21-12-10-36-036000,"[0.3359246850013733, 1.114656925201416, -0.008079268038272858]","[84.8127670288086, 2.9338488578796387, 2.1693501472473145]","[0.6562232375144958, 0.6172319650650024, 0.3236858546733856]","[60.973167419433594, -19.567609786987305, 7.8433637619018555]","[0.7427714467048645, 0.8779844045639038, -0.1717759668827057]","[73.60016632080078, -19.92562484741211, -3.7786953449249268]","[-0.23189103603363037, 0.6069473028182983, 0.2807086706161499]","[-29.026832580566406, -19.567609786987305, 7.8433637619018555]","[0.26357078552246094, 0.8676997423171997, 0.36725687980651855]","[-16.39983367919922, -19.92562484741211, -3.7786953449249268]",,,,,,
2017-04-21-12-10-36-308000,"[0.33546286821365356, 1.1145353317260742, 0.0046453699469566345]","[83.33648681640625, 3.65578293800354, 1.6485356092453003]","[0.6565430760383606, 0.6155588626861572, 0.3252910077571869]","[60.87804412841797, -19.223424911499023, 8.615449905395508]","[0.833227813243866, 0.9042758941650391, -0.11072544008493423]","[72.08334350585938, -1.0522878170013428, 0.14783650636672974]","[-0.23349618911743164, 0.6052742004394531, 0.28102850914001465]","[-29.1219539642334, -19.223424911499023, 8.615449905395508]","[0.2025202512741089, 0.893991231918335, 0.45771324634552]","[-17.916658401489258, -1.0522878170013428, 0.14783650636672974]",,,,,,
2017-04-21-12-10-36-588000,"[0.3365488648414612, 1.1110121011734009, 0.010929785668849945]","[82.43241119384766, 5.33707857131958, 2.3090145587921143]","[0.6566244959831238, 0.6158673763275146, 0.32401272654533386]","[61.17560577392578, -19.34891700744629, 8.289851188659668]","[0.8318005204200745, 0.9215874671936035, -0.10272494703531265]","[71.38277435302734, -2.9021692276000977, 5.134224891662598]","[-0.2322179079055786, 0.6055827140808105, 0.28110992908477783]","[-28.82439422607422, -19.34891700744629, 8.289851188659668]","[0.1945197582244873, 0.9113028049468994, 0.4562859535217285]","[-18.617229461669922, -2.9021692276000977, 5.134224891662598]",,,,,,
2017-04-21-12-10-36-839000,"[0.3364188075065613, 1.110264539718628, 0.006543360650539398]","[83.3982925415039, 5.742617130279541, 1.8366293907165527]","[0.6563828587532043, 0.6151024103164673, 0.3238649070262909]","[61.101932525634766, -19.31251335144043, 8.310964584350586]","[0.8309491276741028, 0.9310207366943359, -0.1086074486374855]","[72.26604461669922, -2.2137393951416016, 6.42158842086792]","[-0.23207008838653564, 0.6048177480697632, 0.2808682918548584]","[-28.898067474365234, -19.31251335144043, 8.310964584350586]","[0.20040225982666016, 0.9207360744476318, 0.45543456077575684]","[-17.73395538330078, -2.2137393951416016, 6.42158842086792]",,,,,,
2017-04-21-12-10-37-087000,"[0.33803850412368774, 1.1096550226211548, 0.00943680852651596]","[82.75537109375, 6.057793617248535, 2.0016305446624756]","[0.6565402150154114, 0.6156597137451172, 0.3244951665401459]","[61.06895065307617, -19.30445098876953, 8.361072540283203]","[0.831748902797699, 0.9307074546813965, -0.1066909208893776]","[71.91889190673828, -2.460019826889038, 6.898665428161621]","[-0.23270034790039062, 0.6053750514984131, 0.28102564811706543]","[-28.93105125427246, -19.30445098876953, 8.361072540283203]","[0.19848573207855225, 0.9204227924346924, 0.456234335899353]","[-18.081106185913086, -2.460019826889038, 6.898665428161621]",,,,,,
2017-04-21-12-10-37-218000,"[0.33774858713150024, 1.1095457077026367, 0.009166978299617767]","[82.91136169433594, 6.083864688873291, 1.9758883714675903]","[0.656361997127533, 0.6155235767364502, 0.3242804706096649]","[61.05965042114258, -19.314369201660156, 8.35649299621582]","[0.8302698731422424, 0.9333846569061279, -0.10468641668558121]","[71.87799835205078, -3.3438162803649902, 7.482247829437256]","[-0.23248565196990967, 0.6052389144897461, 0.280847430229187]","[-28.940349578857422, -19.314369201660156, 8.35649299621582]","[0.19648122787475586, 0.9230999946594238, 0.4547553062438965]","[-18.121997833251953, -3.3438162803649902, 7.482247829437256]",,TVBorder001,,,,
2017-04-21-12-10-37-359000,"[0.3380388617515564, 1.109736680984497, 0.009139202535152435]","[82.89502716064453, 6.020681858062744, 1.9817070960998535]","[0.6563156247138977, 0.6155705451965332, 0.3241574466228485]","[61.03328323364258, -19.328672409057617, 8.367992401123047]","[0.8294501900672913, 0.9292479753494263, -0.10169044882059097]","[71.1017074584961, -2.55393385887146, 8.075023651123047]","[-0.23236262798309326, 0.6052858829498291, 0.28080105781555176]","[-28.966716766357422, -19.328672409057617, 8.367992401123047]","[0.19348526000976562, 0.9189633131027222, 0.4539356231689453]","[-18.898292541503906, -2.55393385887146, 8.075023651123047]",,,,,,
2017-04-21-12-10-37-639000,"[0.3386452794075012, 1.1093082427978516, 0.008364461362361908]","[82.96527099609375, 6.110600471496582, 1.8873125314712524]","[0.6565075516700745, 0.6153272390365601, 0.3242766559123993]","[61.05875778198242, -19.28535270690918, 8.378171920776367]","[0.8288188576698303, 0.930885910987854, -0.1022634282708168]","[70.47181701660156, -2.775630474090576, 7.384457111358643]","[-0.23248183727264404, 0.605042576789856, 0.2809929847717285]","[-28.94124412536621, -19.28535270690918, 8.378171920776367]","[0.19405823945999146, 0.9206012487411499, 0.4533042907714844]","[-19.528182983398438, -2.775630474090576, 7.384457111358643]",,,,,,
2017-04-21-12-10-37-935000,"[0.34000879526138306, 1.1015270948410034, 0.01876743882894516]","[78.72130584716797, 10.156078338623047, 3.7564432621002197]","[0.6557605862617493, 0.6152160167694092, 0.32486531138420105]","[60.84407424926758, -19.22095489501953, 8.665238380432129]","[0.8153128027915955, 0.931087851524353, -0.11269167810678482]","[70.2872085571289, -5.507833957672119, 9.338969230651855]","[-0.2330704927444458, 0.6049313545227051, 0.2802460193634033]","[-29.155925750732422, -19.22095489501953, 8.665238380432129]","[0.20448648929595947, 0.9208031892776489, 0.4397982358932495]","[-19.712793350219727, -5.507833957672119, 9.338969230651855]",,,,,,
2017-04-21-12-10-38-187000,"[0.34422558546066284, 1.0808684825897217, 0.05055101960897446]","[66.49555206298828, 19.013916015625, 4.621039390563965]","[0.6555014252662659, 0.6144758462905884, 0.3256830871105194]","[60.706634521484375, -19.110559463500977, 9.026900291442871]","[0.7578610777854919, 0.9068671464920044, -0.19626900553703308]","[73.02130126953125, -19.140731811523438, 4.842512130737305]","[-0.23388826847076416, 0.6041911840438843, 0.2799868583679199]","[-29.293363571166992, -19.110559463500977, 9.026900291442871]","[0.28806382417678833, 0.8965824842453003, 0.382346510887146]","[-16.978700637817383, -19.140731811523438, 4.842512130737305]",,,,,,
2017-04-21-12-10-38-451000,"[0.342857301235199, 1.0684008598327637, 0.061242423951625824]","[60.93790054321289, 23.15595054626465, 6.180762767791748]","[0.6551799178123474, 0.615969181060791, 0.3242059648036957]","[60.75985336303711, -19.401071548461914, 8.471074104309082]","[0.6670127511024475, 0.7911809682846069, -0.3429315388202667]","[90.6094970703125, -32.3641357421875, 1.1085937023162842]","[-0.23241114616394043, 0.6056845188140869, 0.27966535091400146]","[-29.24014663696289, -19.401071548461914, 8.471074104309082]","[0.434726357460022, 0.7808963060379028, 0.29149818420410156]","[0.609494686126709, -32.3641357421875, 1.1085937023162842]",,,,,,
2017-04-21-12-10-38-710000,"[0.3432965874671936, 1.056670069694519, 0.06943496316671371]","[57.193424224853516, 27.283702850341797, 7.3977813720703125]","[0.6546459794044495, 0.6160366535186768, 0.3245416581630707]","[60.487831115722656, -19.50309181213379, 8.417604446411133]","[0.6451869606971741, 0.6840192079544067, -0.41574904322624207]","[103.66011047363281, -29.44744300842285, -3.701209783554077]","[-0.23274683952331543, 0.6057519912719727, 0.2791314125061035]","[-29.512168884277344, -19.50309181213379, 8.417604446411133]","[0.5075438618659973, 0.6737345457077026, 0.2696723937988281]","[13.660113334655762, -29.44744300842285, -3.701209783554077]",,,,,,
2017-04-21-12-10-38-957000,"[0.34544843435287476, 1.031975507736206, 0.09261056035757065]","[54.67616653442383, 35.01149368286133, 10.926366806030273]","[0.6553462147712708, 0.6163653135299683, 0.32309362292289734]","[61.12879180908203, -19.755691528320312, 7.815618991851807]","[0.6346017718315125, 0.662445068359375, -0.43357428908348083]","[109.50592803955078, -28.076732635498047, -11.87838363647461]","[-0.2312988042831421, 0.6060806512832642, 0.2798316478729248]","[-28.8712100982666, -19.755691528320312, 7.815618991851807]","[0.5253691077232361, 0.6521604061126709, 0.2590872049331665]","[19.50592803955078, -28.076732635498047, -11.87838363647461]",,,,,,
2017-04-21-12-10-39-207000,"[0.35853952169418335, 1.0078046321868896, 0.10154648870229721]","[61.99809646606445, 41.01289749145508, 17.685457229614258]","[0.6587820649147034, 0.6165410280227661, 0.3197656571865082]","[62.507930755615234, -19.685823440551758, 6.103137016296387]","[0.640346348285675, 0.6501519680023193, -0.4425332844257355]","[110.65155792236328, -23.242380142211914, -16.526016235351562]","[-0.22797083854675293, 0.606256365776062, 0.2832674980163574]","[-27.492067337036133, -19.685823440551758, 6.103137016296387]","[0.5343281030654907, 0.6398673057556152, 0.2648317813873291]","[20.65155792236328, -23.242380142211914, -16.526016235351562]",,,,,,
2017-04-21-12-10-39-453000,"[0.3724932074546814, 0.9933019876480103, 0.1020403727889061]","[67.40218353271484, 42.38576889038086, 22.41957664489746]","[0.659784734249115, 0.6164255142211914, 0.31882938742637634]","[62.821144104003906, -19.515230178833008, 5.422789573669434]","[0.6415467858314514, 0.6484261751174927, -0.4384489953517914]","[108.98590850830078, -23.03546142578125, -15.299389839172363]","[-0.2270345687866211, 0.6061408519744873, 0.28427016735076904]","[-27.17885398864746, -19.515230178833008, 5.422789573669434]","[0.5302438139915466, 0.6381415128707886, 0.26603221893310547]","[18.985910415649414, -23.03546142578125, -15.299389839172363]",,,,,,
2017-04-21-12-10-39-704000,"[0.38260239362716675, 0.9855815172195435, 0.10488995164632797]","[67.2497329711914, 43.101898193359375, 21.877639770507812]","[0.6597414612770081, 0.6147881746292114, 0.3178114593029022]","[62.87731170654297, -19.453519821166992, 5.275583267211914]","[0.6422623991966248, 0.6477960348129272, -0.4381727874279022]","[108.94810485839844, -22.9764404296875, -15.175103187561035]","[-0.22601664066314697, 0.6045035123825073, 0.2842268943786621]","[-27.1226863861084, -19.453519821166992, 5.275583267211914]","[0.5299676060676575, 0.6375113725662231, 0.2667478322982788]","[18.94810676574707, -22.9764404296875, -15.175103187561035]",,,,,,
2017-04-21-12-10-39-950000,"[0.3792148232460022, 0.9872825145721436, 0.11041565984487534]","[64.5710220336914, 42.82027053833008, 20.361841201782227]","[0.6597538590431213, 0.6149576902389526, 0.31792721152305603]","[62.91463088989258, -19.353076934814453, 5.2892351150512695]","[0.6418145298957825, 0.6482839584350586, -0.4371216595172882]","[108.83597564697266, -23.37880516052246, -14.550508499145508]","[-0.22613239288330078, 0.6046730279922485, 0.2842392921447754]","[-27.08536720275879, -19.353076934814453, 5.2892351150512695]","[0.5289164781570435, 0.6379992961883545, 0.2662999629974365]","[18.83597755432129, -23.37880516052246, -14.550508499145508]",,,,,,
2017-04-21-12-10-40-201000,"[0.3800721764564514, 0.9886296987533569, 0.11104031652212143]","[64.2269058227539, 42.47956466674805, 20.155179977416992]","[0.660883367061615, 0.6161167621612549, 0.3185252845287323]","[62.950828552246094, -19.247098922729492, 5.240848064422607]","[0.6420304179191589, 0.648085355758667, -0.43665680289268494]","[108.63585662841797, -23.52674102783203, -14.345657348632812]","[-0.22673046588897705, 0.6058320999145508, 0.28536880016326904]","[-27.049169540405273, -19.247098922729492, 5.240848064422607]","[0.5284516215324402, 0.6378006935119629, 0.266515851020813]","[18.635852813720703, -23.52674102783203, -14.345657348632812]",,,,,,
2017-04-21-12-10-40-449000,"[0.38085538148880005, 1.0155470371246338, 0.11126073449850082]","[63.518428802490234, 32.80585479736328, 17.602813720703125]","[0.6616951823234558, 0.6167497634887695, 0.31889113783836365]","[63.13119888305664, -19.167482376098633, 5.088054180145264]","[0.6424240469932556, 0.6482661962509155, -0.4355545938014984]","[108.3669204711914, -23.681325912475586, -13.720181465148926]","[-0.2270963191986084, 0.6064651012420654, 0.28618061542510986]","[-26.86880111694336, -19.167482376098633, 5.088054180145264]","[0.5273494124412537, 0.6379815340042114, 0.26690948009490967]","[18.366924285888672, -23.681325912475586, -13.720181465148926]",,,,,,
